symbol_a,symbol_b,pearson_rho
LALPATHLAB,POWERINDIA,0.062424
GVT&D,MAPMYINDIA,0.062423
ASTERDM,STARHEALTH,0.062422
AIAENG,ATGL,0.062422
BLUEDART,UNIONBANK,0.062422
GALLANTT,ITI,0.062421
DCMSHRIRAM,IEX,0.062421
LINDEINDIA,STARHEALTH,0.06242
GLAXO,HYUNDAI,0.06242
GROWW,KAJARIACER,0.062419
ATUL,TVSMOTOR,0.062418
ABSLAMC,TENNIND,0.062417
CRAFTSMAN,GICRE,0.062416
BHARTIHEXA,DRREDDY,0.062416
BAYERCROP,IDFCFIRSTB,0.062416
CANFINHOME,CIPLA,0.062415
EIHOTEL,GROWW,0.062413
CPPLUS,HYUNDAI,0.062412
AJANTPHARM,CANFINHOME,0.062407
RADICO,SAPPHIRE,0.062407
FORTIS,ICICIAMC,0.062405
THELEELA,ZENTEC,0.062405
ANURAS,CHENNPETRO,0.062402
CRISIL,OLAELEC,0.062401
AMBUJACEM,ONESOURCE,0.0624
ABLBL,ANANDRATHI,0.0624
GALLANTT,NH,0.0624
FINCABLES,ZFCVINDIA,0.062396
BIKAJI,ENRIN,0.062389
ABLBL,BAYERCROP,0.062388
FORTIS,NIVABUPA,0.062385
ABBOTINDIA,KALYANKJIL,0.062384
BHARTIHEXA,UTIAMC,0.062384
ZENTEC,ZFCVINDIA,0.062384
CHENNPETRO,LALPATHLAB,0.062381
AAVAS,PFIZER,0.062379
RADICO,TENNIND,0.062377
COHANCE,INDIAMART,0.062377
PINELABS,SBFC,0.062375
PIIND,TIMKEN,0.062374
CESC,PIRAMALFIN,0.062374
SAIL,ZYDUSWELL,0.062373
CUB,SCHAEFFLER,0.062372
CANFINHOME,POLICYBZR,0.062371
GODIGIT,INDIANB,0.06237
ITC,RAMCOCEM,0.062367
ABDL,GALLANTT,0.062366
GESHIP,TIMKEN,0.062365
IIFL,PFIZER,0.062363
AMBER,GODIGIT,0.062362
AAVAS,COHANCE,0.062362
BLUEDART,LAURUSLABS,0.062361
POLICYBZR,ZYDUSWELL,0.062361
KAJARIACER,STARHEALTH,0.062358
IKS,LINDEINDIA,0.062357
KOTAKBANK,SUMICHEM,0.062354
INDIAMART,TCS,0.062354
PVRINOX,TCS,0.062353
CARBORUNIV,HINDCOPPER,0.062353
POONAWALLA,PTCIL,0.062352
AFCONS,CPPLUS,0.06235
EMMVEE,HCLTECH,0.062347
EIHOTEL,MCX,0.062347
GROWW,SAILIFE,0.062347
CREDITACC,UBL,0.062347
COROMANDEL,SBFC,0.062347
CANHLIFE,TIINDIA,0.062346
KPRMILL,PTCIL,0.062342
LALPATHLAB,TBOTEK,0.062334
CPPLUS,TMCV,0.062334
ANANDRATHI,TENNIND,0.062333
ATUL,PVRINOX,0.062333
CRAFTSMAN,TORNTPHARM,0.062332
FIVESTAR,TECHM,0.062331
BALKRISIND,UNOMINDA,0.062328
GODREJIND,LINDEINDIA,0.062328
CANFINHOME,WHIRLPOOL,0.062327
BAJAJFINSV,LALPATHLAB,0.062327
EMMVEE,KAJARIACER,0.062326
SOBHA,TCS,0.062324
CREDITACC,MINDACORP,0.062323
NAM-INDIA,NIVABUPA,0.062321
SUNTV,TORNTPOWER,0.062319
COROMANDEL,LALPATHLAB,0.062316
TORNTPHARM,UBL,0.062316
AADHARHFC,CESC,0.062316
CRISIL,SAPPHIRE,0.062316
ACUTAAS,JKCEMENT,0.062315
KAYNES,ONESOURCE,0.062315
ABB,MEESHO,0.062314
HINDPETRO,RAINBOW,0.062313
AEGISVOPAK,POWERINDIA,0.062313
AJANTPHARM,SHYAMMETL,0.062309
SRF,THELEELA,0.062308
AFFLE,OIL,0.062307
ABREL,TRAVELFOOD,0.062306
GILLETTE,POLYMED,0.062303
PPLPHARMA,SPLPETRO,0.062303
GROWW,MRF,0.062302
BELRISE,MEESHO,0.062297
ADANIENT,GODIGIT,0.062297
RADICO,SOBHA,0.062296
BALKRISIND,MARICO,0.062296
BAYERCROP,SONACOMS,0.062295
ICICIGI,NAVINFLUOR,0.062294
GLAXO,ONESOURCE,0.062293
NTPCGREEN,PINELABS,0.062292
LALPATHLAB,SAPPHIRE,0.06229
INDIACEM,LGEINDIA,0.062288
AFCONS,SUNDARMFIN,0.062286
MGL,PTCIL,0.062283
DCMSHRIRAM,KARURVYSYA,0.062282
FEDERALBNK,NIVABUPA,0.062282
JAINREC,UTIAMC,0.06228
JUBLPHARMA,SPLPETRO,0.06228
BLUEJET,VIJAYA,0.062279
HOMEFIRST,THERMAX,0.062276
MEESHO,NIACL,0.062275
LALPATHLAB,SAMMAANCAP,0.062275
HONASA,IKS,0.062272
IGIL,MAXHEALTH,0.062269
JKCEMENT,JUBLPHARMA,0.062268
ANTHEM,UBL,0.062268
BAYERCROP,JSWSTEEL,0.062263
ACMESOLAR,TECHM,0.062261
PAYTM,THELEELA,0.062261
ADANIPORTS,GODIGIT,0.06226
HDFCLIFE,TIMKEN,0.062259
NUVAMA,THELEELA,0.062259
LENSKART,MANKIND,0.062259
GODREJIND,MCX,0.062256
CANHLIFE,INDGN,0.062254
APARINDS,ERIS,0.062254
HONAUT,ULTRACEMCO,0.062253
CRISIL,TMCV,0.062251
BAYERCROP,COROMANDEL,0.06225
GLENMARK,NIVABUPA,0.06225
CAPLIPOINT,COROMANDEL,0.062249
BOSCHLTD,HONAUT,0.062248
AJANTPHARM,INDIACEM,0.062248
CHALET,PFIZER,0.062248
CHALET,VEDL,0.062247
NAVINFLUOR,SBFC,0.062247
AIIL,DRREDDY,0.062245
ASAHIINDIA,ITC,0.062244
CREDITACC,HDFCBANK,0.062243
TIMKEN,ZYDUSWELL,0.062242
LGEINDIA,SUNPHARMA,0.062242
FIRSTCRY,TORNTPHARM,0.06224
EMAMILTD,TATACAP,0.062239
HDFCBANK,SHYAMMETL,0.062238
LALPATHLAB,SUNTV,0.062238
IPCALAB,TATACOMM,0.062235
MOTILALOFS,SPLPETRO,0.062233
LINDEINDIA,THERMAX,0.06223
LENSKART,SYNGENE,0.06223
IGIL,SBILIFE,0.062229
INDGN,INFY,0.062228
AEGISVOPAK,CIEINDIA,0.062228
CARBORUNIV,RAINBOW,0.062226
ATUL,HSCL,0.062225
EMMVEE,TCS,0.062225
TENNIND,VIJAYA,0.062224
LGEINDIA,MRF,0.062222
CROMPTON,GODIGIT,0.062222
ANANDRATHI,MAXHEALTH,0.062221
AEGISLOG,PTCIL,0.062219
KAJARIACER,LGEINDIA,0.062219
GESHIP,SIGNATURE,0.062218
GILLETTE,LT,0.062216
NEULANDLAB,ZYDUSWELL,0.062214
CARBORUNIV,PHOENIXLTD,0.062212
ANANDRATHI,PETRONET,0.062211
NIACL,PINELABS,0.06221
GLENMARK,JSWDULUX,0.06221
ANANDRATHI,GVT&D,0.062208
INFY,RRKABEL,0.062208
ABLBL,GVT&D,0.062207
COHANCE,ONESOURCE,0.062206
BALKRISIND,BERGEPAINT,0.062206
IPCALAB,THERMAX,0.062205
ATGL,ERIS,0.062205
CCL,MRF,0.062204
AJANTPHARM,LINDEINDIA,0.062204
APLAPOLLO,VIJAYA,0.062204
CONCOR,GODIGIT,0.062202
GODREJIND,JBCHEPHARM,0.062198
AEGISLOG,TBOTEK,0.062198
AXISBANK,CRAFTSMAN,0.062197
CARBORUNIV,CIEINDIA,0.062197
BHARTIHEXA,IGIL,0.062196
CONCORDBIO,TEGA,0.062195
SUNPHARMA,TATACAP,0.062195
GLAXO,PWL,0.062191
CONCORDBIO,POWERINDIA,0.062191
AIIL,ATUL,0.06219
LATENTVIEW,TIMKEN,0.062189
APTUS,GALLANTT,0.062189
PTCIL,SIGNATURE,0.062188
INDIACEM,INFY,0.062187
GILLETTE,TTML,0.062187
ICICIAMC,NSLNISP,0.062186
AEGISVOPAK,TATACAP,0.062186
HINDZINC,ZYDUSWELL,0.062186
BAYERCROP,TEJASNET,0.062186
HONAUT,IGL,0.062184
INDGN,KOTAKBANK,0.062183
COROMANDEL,KIMS,0.062183
ATUL,PHOENIXLTD,0.062182
NIVABUPA,SYNGENE,0.062182
COHANCE,OIL,0.06218
IKS,PATANJALI,0.06218
CIPLA,PINELABS,0.06218
JUBLPHARMA,SCHAEFFLER,0.062177
GILLETTE,INDIAMART,0.062177
ATUL,MEDANTA,0.062176
PIRAMALFIN,TMCV,0.062175
HDFCLIFE,PFIZER,0.062175
CEMPRO,IPCALAB,0.06217
PIRAMALFIN,RAMCOCEM,0.062169
APLAPOLLO,GLAND,0.062169
BERGEPAINT,HCLTECH,0.062166
JSWDULUX,TATATECH,0.062162
ANURAS,NAUKRI,0.062161
ERIS,SHREECEM,0.062158
JAINREC,TBOTEK,0.062156
ICICIAMC,NLCINDIA,0.062156
ACE,PIRAMALFIN,0.062152
MAPMYINDIA,ONGC,0.06215
NATIONALUM,ZYDUSWELL,0.062149
EIDPARRY,THELEELA,0.062147
ASTERDM,HEXT,0.062146
AADHARHFC,VTL,0.062145
INFY,JBCHEPHARM,0.062145
TATACONSUM,TEGA,0.062142
KARURVYSYA,RAMCOCEM,0.062138
CONCORDBIO,MPHASIS,0.062131
INDIAMART,LINDEINDIA,0.062129
PFIZER,SWANCORP,0.062128
CRISIL,HOMEFIRST,0.062126
DIVISLAB,THELEELA,0.062125
BAYERCROP,KPIL,0.062124
3MINDIA,NETWEB,0.062124
BIKAJI,NIVABUPA,0.062124
ANURAS,IGIL,0.062124
NH,TBOTEK,0.062123
AEGISVOPAK,AFCONS,0.062121
JUBLPHARMA,ONGC,0.062121
BIKAJI,GILLETTE,0.062121
CANHLIFE,VMM,0.062119
THERMAX,URBANCO,0.062118
FACT,JSWDULUX,0.062118
SUNTV,TATACOMM,0.062118
CANHLIFE,SYNGENE,0.062117
CYIENT,GODIGIT,0.062117
ICICIGI,PTCIL,0.062117
MEESHO,MFSL,0.062115
PIDILITIND,ZYDUSWELL,0.062115
ANTHEM,TITAN,0.062113
GICRE,GODREJIND,0.062112
ASAHIINDIA,GODREJIND,0.06211
CPPLUS,ZYDUSWELL,0.062109
AWL,INFY,0.062108
ACMESOLAR,AJANTPHARM,0.062108
ATUL,NETWEB,0.062107
GODREJCP,SAREGAMA,0.062106
NATCOPHARM,ZYDUSWELL,0.062104
BALKRISIND,CANBK,0.062103
BRITANNIA,TENNIND,0.062102
BSOFT,CRAFTSMAN,0.062101
DALBHARAT,THELEELA,0.062101
EMAMILTD,MRF,0.062099
UBL,URBANCO,0.062099
ANANDRATHI,WAAREEENER,0.062098
CANHLIFE,IDEA,0.062093
CPPLUS,GRASIM,0.062093
GALLANTT,GODFRYPHLP,0.062089
COFORGE,PFIZER,0.062089
ATHERENERG,GALLANTT,0.062088
HONASA,RRKABEL,0.062087
HOMEFIRST,MAXHEALTH,0.062086
KIRLOSENG,SUNTV,0.062086
GODIGIT,INDHOTEL,0.062083
HINDUNILVR,MEDANTA,0.062082
HINDZINC,PIRAMALFIN,0.062078
AEGISVOPAK,HSCL,0.062077
EIHOTEL,HOMEFIRST,0.062077
ACMESOLAR,ITC,0.062076
GODREJCP,JUBLINGREA,0.062074
BLUEJET,MRF,0.062074
INFY,POLYMED,0.062073
CREDITACC,SIGNATURE,0.062072
SUNTV,SYNGENE,0.062072
ACMESOLAR,HSCL,0.062071
ATUL,CEMPRO,0.062071
ADANIPOWER,CARBORUNIV,0.062071
BHARTIHEXA,KOTAKBANK,0.062069
BALKRISIND,GRAVITA,0.062068
ATHERENERG,SUNTV,0.062068
3MINDIA,ZYDUSLIFE,0.062067
BIKAJI,CARTRADE,0.062066
LGEINDIA,USHAMART,0.062065
MEESHO,PIDILITIND,0.062065
BHARTIARTL,JUBLPHARMA,0.062064
BERGEPAINT,RAMCOCEM,0.062063
FEDERALBNK,UBL,0.062063
FLUOROCHEM,HONASA,0.062059
BHARTIHEXA,SHREECEM,0.062058
GODREJIND,RAMCOCEM,0.062057
AXISBANK,SHYAMMETL,0.062056
CONCORDBIO,TATACONSUM,0.062053
BHARTIHEXA,GODREJIND,0.062051
ATHERENERG,IKS,0.06205
DALBHARAT,GILLETTE,0.062049
ASAHIINDIA,HINDCOPPER,0.062049
HDFCLIFE,INDIAMART,0.062045
BHARTIHEXA,TORNTPHARM,0.062045
ATUL,TBOTEK,0.062045
DOMS,RAMCOCEM,0.062044
CONCORDBIO,VIJAYA,0.062044
MEDANTA,PIRAMALFIN,0.062044
CAPLIPOINT,NIVABUPA,0.062043
KOTAKBANK,SCHAEFFLER,0.062041
CARBORUNIV,HINDPETRO,0.06204
BALKRISIND,HEXT,0.062039
SOBHA,TIMKEN,0.062038
CIEINDIA,ICICIBANK,0.062037
AAVAS,ITC,0.062034
BAYERCROP,CEMPRO,0.062034
ONESOURCE,TTML,0.062034
SUMICHEM,TCS,0.062033
CANFINHOME,LALPATHLAB,0.062032
TEJASNET,VIJAYA,0.06203
CRAFTSMAN,URBANCO,0.06203
LTM,VTL,0.062029
LENSKART,ZENSARTECH,0.062029
GODREJIND,IGIL,0.062028
IKS,RAINBOW,0.062027
MRF,PWL,0.062027
BAYERCROP,PAYTM,0.062026
GODIGIT,ZYDUSLIFE,0.062025
INDIACEM,PINELABS,0.062023
CARTRADE,STARHEALTH,0.062022
JAINREC,TATACOMM,0.06202
CESC,ONESOURCE,0.062018
KIMS,SUNTV,0.062018
CUB,SUNPHARMA,0.062017
IKS,NAUKRI,0.062012
CIEINDIA,CREDITACC,0.062011
BIKAJI,RAINBOW,0.062011
KARURVYSYA,SUNDARMFIN,0.06201
ASIANPAINT,JAINREC,0.062009
COALINDIA,TRITURBINE,0.062009
ANURAS,WAAREEENER,0.062007
3MINDIA,SARDAEN,0.062007
CPPLUS,IIFL,0.062006
PFIZER,PNBHOUSING,0.062003
OIL,SAILIFE,0.062001
ACMESOLAR,UBL,0.062001
CANHLIFE,PETRONET,0.062
NEULANDLAB,SAREGAMA,0.061999
ENDURANCE,LGEINDIA,0.061998
NAVINFLUOR,PVRINOX,0.061997
APTUS,IPCALAB,0.061995
AAVAS,PTCIL,0.061994
GILLETTE,INDIACEM,0.061993
CLEAN,JSWDULUX,0.061993
AJANTPHARM,SUMICHEM,0.061993
ATUL,PATANJALI,0.061991
JKCEMENT,RADICO,0.06199
SYRMA,ZFCVINDIA,0.061989
MRPL,SPLPETRO,0.061987
CANHLIFE,ZENSARTECH,0.061986
AEGISVOPAK,M&M,0.061986
CEMPRO,THELEELA,0.061984
DCMSHRIRAM,HDFCAMC,0.061982
BIKAJI,HINDZINC,0.061982
BAYERCROP,CANFINHOME,0.061981
NH,PTCIL,0.061981
JBCHEPHARM,PWL,0.061978
ICICIAMC,VBL,0.061977
TATACOMM,TENNIND,0.061975
BAYERCROP,LT,0.061975
COHANCE,EMMVEE,0.061974
ABBOTINDIA,ADANIENT,0.061972
GODIGIT,ICICIPRULI,0.061972
LINDEINDIA,RAINBOW,0.061971
BLUEDART,USHAMART,0.06197
BATAINDIA,THELEELA,0.061969
TBOTEK,TEGA,0.061966
CANFINHOME,DALBHARAT,0.061966
CPPLUS,SUMICHEM,0.061966
CANFINHOME,PTCIL,0.061964
GILLETTE,HINDPETRO,0.061964
ACMESOLAR,HONASA,0.061963
EMMVEE,PIRAMALFIN,0.061962
AUROPHARMA,ICICIAMC,0.061962
EMMVEE,TEGA,0.061962
KPIL,URBANCO,0.061961
GALLANTT,WOCKPHARMA,0.06196
ABDL,BHARTIHEXA,0.061955
ANGELONE,SPLPETRO,0.061954
CARTRADE,CIPLA,0.061954
AEGISVOPAK,GLAND,0.061954
NAM-INDIA,SUNTV,0.061954
DOMS,FEDERALBNK,0.061954
SUMICHEM,TORNTPHARM,0.061951
HDFCAMC,PFIZER,0.06195
HOMEFIRST,LTTS,0.06195
ABBOTINDIA,ADANIPORTS,0.061947
AADHARHFC,PATANJALI,0.061947
JKCEMENT,SAPPHIRE,0.061945
ANANDRATHI,ELGIEQUIP,0.061944
RBLBANK,THELEELA,0.061944
ABBOTINDIA,CONCOR,0.061943
CANHLIFE,ULTRACEMCO,0.061943
LTM,TEGA,0.061939
GLENMARK,PTCIL,0.061936
BAYERCROP,UNIONBANK,0.061935
BALRAMCHIN,JKCEMENT,0.061935
ERIS,TATACAP,0.061934
ABSLAMC,TATACAP,0.061932
ATGL,LALPATHLAB,0.061932
MFSL,SUNTV,0.061931
CANHLIFE,MPHASIS,0.061931
GICRE,HONASA,0.061931
BHARTIHEXA,WIPRO,0.061928
BAYERCROP,DEVYANI,0.061926
DATAPATTNS,JSWDULUX,0.061926
BAJFINANCE,JSWDULUX,0.061923
ATHERENERG,PTCIL,0.061923
ABLBL,CPPLUS,0.061922
COHANCE,LINDEINDIA,0.061919
GMDCLTD,PFIZER,0.061918
EICHERMOT,ZFCVINDIA,0.061918
AADHARHFC,HINDZINC,0.061916
ADANIPOWER,ONESOURCE,0.061916
ANTHEM,SWIGGY,0.061912
DELHIVERY,THELEELA,0.061909
CIEINDIA,CRISIL,0.061908
ERIS,JSWDULUX,0.061902
CREDITACC,HINDUNILVR,0.061902
CRISIL,HDFCBANK,0.061902
CIPLA,TENNIND,0.0619
DCMSHRIRAM,INDIACEM,0.061899
3MINDIA,FACT,0.061895
BLUEDART,HDFCAMC,0.061894
ASAHIINDIA,CARTRADE,0.061894
HSCL,TATACOMM,0.061892
ANTHEM,GRASIM,0.061891
RAMCOCEM,SBILIFE,0.06189
PFIZER,TORNTPHARM,0.061889
MAXHEALTH,TIMKEN,0.061887
HYUNDAI,NEULANDLAB,0.061887
HINDZINC,VTL,0.061886
GODREJIND,THERMAX,0.061886
BALKRISIND,LEMONTREE,0.061884
CANFINHOME,ZYDUSWELL,0.061881
FLUOROCHEM,TORNTPHARM,0.06188
KPRMILL,SUNDARMFIN,0.06188
GODREJIND,MEDANTA,0.06188
GODREJIND,NAM-INDIA,0.061877
ANANDRATHI,NATIONALUM,0.061876
INDIGO,TEGA,0.061874
BALKRISIND,MINDACORP,0.061874
MRF,NEULANDLAB,0.061873
MARICO,MEESHO,0.061873
ATHERENERG,GLAXO,0.061872
AEGISVOPAK,BERGEPAINT,0.061871
EIHOTEL,HINDALCO,0.06187
IKS,TEGA,0.06187
GODIGIT,MAHABANK,0.061866
ERIS,RRKABEL,0.061865
JSWDULUX,WELCORP,0.061865
BIKAJI,GROWW,0.061863
AXISBANK,BHARTIHEXA,0.061861
APLAPOLLO,BAYERCROP,0.06186
GLAND,MCX,0.061856
AFCONS,TIMKEN,0.061855
GICRE,PINELABS,0.061854
360ONE,LALPATHLAB,0.061853
GESHIP,PTCIL,0.061852
STARHEALTH,TRITURBINE,0.061851
ICICIPRULI,MEESHO,0.06185
EIHOTEL,INDIAMART,0.06185
CPPLUS,VTL,0.06185
AJANTPHARM,GODREJIND,0.061849
BLUEDART,CHOLAHLDNG,0.061849
JSWDULUX,RBLBANK,0.061845
STARHEALTH,UBL,0.061844
BAJAJHFL,BAYERCROP,0.061844
TBOTEK,VEDL,0.061842
BALKRISIND,BHARTIHEXA,0.061842
3MINDIA,GAIL,0.061838
ONESOURCE,SBICARD,0.061838
AJANTPHARM,TATACAP,0.061837
LTM,RAINBOW,0.061836
BERGEPAINT,SUNTV,0.061836
AEGISVOPAK,SAMMAANCAP,0.061835
MEESHO,TENNIND,0.06183
AEGISVOPAK,GICRE,0.06183
GODREJIND,HYUNDAI,0.061828
BHARTIHEXA,HINDCOPPER,0.061827
BAYERCROP,BELRISE,0.061827
BERGEPAINT,IKS,0.061827
CESC,LINDEINDIA,0.061826
NESTLEIND,TENNIND,0.061824
IKS,INDIAMART,0.061823
FSL,NIVABUPA,0.061821
JBCHEPHARM,URBANCO,0.061818
ACMESOLAR,THERMAX,0.061817
CPPLUS,WOCKPHARMA,0.061812
LENSKART,PIDILITIND,0.061811
HONAUT,NUVAMA,0.061811
ACMESOLAR,RAINBOW,0.06181
ACMESOLAR,AIAENG,0.06181
BALRAMCHIN,NIVABUPA,0.061809
ATHERENERG,ZYDUSWELL,0.061809
ACE,GODIGIT,0.061808
AEGISVOPAK,SAILIFE,0.061807
ANURAS,SIGNATURE,0.061805
HYUNDAI,VTL,0.061805
STARHEALTH,UNITDSPR,0.061805
BHARTIHEXA,THERMAX,0.061802
FEDERALBNK,GILLETTE,0.061801
SIGNATURE,VTL,0.061801
ANANDRATHI,CEATLTD,0.061801
AEGISVOPAK,BALRAMCHIN,0.061801
GROWW,RADICO,0.061799
INFY,MEDANTA,0.061798
CGCL,ONGC,0.061798
3MINDIA,BATAINDIA,0.061798
ITI,UBL,0.061797
RAMCOCEM,SAILIFE,0.061797
ABBOTINDIA,TATASTEEL,0.061796
HONASA,SUMICHEM,0.061795
HEG,ZFCVINDIA,0.061794
AJANTPHARM,ATUL,0.061788
AIIL,TBOTEK,0.061787
IDEA,PTCIL,0.061782
ANANDRATHI,UNITDSPR,0.06178
ITC,SAILIFE,0.06178
IKS,MFSL,0.061779
BLUEDART,CUB,0.061779
AEGISLOG,TEGA,0.061778
FEDERALBNK,GODREJIND,0.061777
RAINBOW,SHREECEM,0.061777
BLUEDART,SYNGENE,0.061776
CARTRADE,LALPATHLAB,0.061776
JSWCEMENT,THELEELA,0.061775
CANHLIFE,CGCL,0.061774
ADANIPOWER,NIVABUPA,0.061773
ACUTAAS,NUVOCO,0.061771
COALINDIA,ENDURANCE,0.06177
AFFLE,AIAENG,0.061767
GALLANTT,KIRLOSENG,0.061766
SBFC,TRAVELFOOD,0.061764
NIVABUPA,NTPCGREEN,0.061762
ALKEM,CRAFTSMAN,0.061762
ECLERX,SIGNATURE,0.06176
CCL,UBL,0.061757
GODIGIT,KPITTECH,0.061756
BAYERCROP,IGIL,0.061755
RELIANCE,ZYDUSWELL,0.061755
AADHARHFC,HINDUNILVR,0.061754
INDIGO,VIJAYA,0.061754
CHALET,COALINDIA,0.061754
ENRIN,STARHEALTH,0.061754
GESHIP,TEGA,0.061753
ABSLAMC,IKS,0.061752
BERGEPAINT,GROWW,0.061751
OIL,SCHAEFFLER,0.061751
BPCL,ONESOURCE,0.061751
PIRAMALFIN,SYNGENE,0.06175
BAJAJHLDNG,KIMS,0.061749
GLAXO,JAINREC,0.061748
BATAINDIA,CANHLIFE,0.061747
PTCIL,SUNDARMFIN,0.061742
IKS,SBILIFE,0.061741
EMCURE,TECHM,0.061738
BEML,ZFCVINDIA,0.061738
HSCL,INDGN,0.061738
ANANDRATHI,POWERINDIA,0.061736
EMCURE,THERMAX,0.061736
LALPATHLAB,SAREGAMA,0.061734
ANTHEM,TEGA,0.061734
ABBOTINDIA,LODHA,0.061733
TECHNOE,ZFCVINDIA,0.061732
KPRMILL,SUNTV,0.061731
HINDUNILVR,SUNDARMFIN,0.06173
AEGISLOG,MRF,0.061728
IGIL,ONGC,0.061726
NCC,SCHNEIDER,0.061725
JAINREC,STARHEALTH,0.061723
ATGL,HEXT,0.061722
CHOLAHLDNG,SAREGAMA,0.061716
ASAHIINDIA,ZYDUSWELL,0.061715
CONCORDBIO,JAINREC,0.061714
HOMEFIRST,PINELABS,0.061711
AUBANK,SUNTV,0.061708
EMCURE,OIL,0.061707
GODIGIT,WOCKPHARMA,0.061706
ATHERENERG,SAPPHIRE,0.061705
DRREDDY,SAPPHIRE,0.061704
DOMS,LTM,0.061703
TATACHEM,THELEELA,0.061703
DCMSHRIRAM,NUVOCO,0.061701
RAINBOW,STARHEALTH,0.061701
BELRISE,ONESOURCE,0.061699
EXIDEIND,JSWDULUX,0.061698
CRISIL,SCHAEFFLER,0.061689
HINDUNILVR,JUBLINGREA,0.061688
ITCHOTELS,ZFCVINDIA,0.061687
BALKRISIND,LAURUSLABS,0.061687
GILLETTE,NATIONALUM,0.061687
FIVESTAR,NIVABUPA,0.061687
ERIS,HDBFS,0.061687
AIAENG,POLYMED,0.061686
AEGISVOPAK,CHOICEIN,0.061685
HDBFS,SUNTV,0.061684
M&MFIN,TIMKEN,0.061684
ABBOTINDIA,MOTILALOFS,0.061684
GLAND,ITC,0.06168
CUB,TBOTEK,0.06168
HCLTECH,IGIL,0.061679
BHARTIHEXA,JUBLPHARMA,0.061678
BIKAJI,ICICIPRULI,0.061678
AUROPHARMA,GODREJIND,0.061676
JSWDULUX,SBICARD,0.061676
CUB,RAINBOW,0.061676
ANURAS,SAIL,0.061675
COHANCE,HONASA,0.061675
HCLTECH,NUVOCO,0.061674
DOMS,VEDL,0.061671
THELEELA,UPL,0.06167
GODIGIT,KALYANKJIL,0.06167
SPLPETRO,ZYDUSLIFE,0.06167
ACUTAAS,USHAMART,0.061668
AADHARHFC,TCS,0.061668
HEXT,SAREGAMA,0.061668
NSLNISP,ZFCVINDIA,0.061667
JBCHEPHARM,PINELABS,0.061667
DCMSHRIRAM,KIRLOSENG,0.061663
HSCL,JAINREC,0.061663
CGCL,PVRINOX,0.061662
CANHLIFE,TRENT,0.061662
HINDCOPPER,STARHEALTH,0.06166
HINDPETRO,SPLPETRO,0.061658
3MINDIA,APOLLOTYRE,0.061656
PTCIL,SCHAEFFLER,0.061655
BAYERCROP,KAYNES,0.061655
DCMSHRIRAM,SUPREMEIND,0.061654
BHARTIHEXA,RRKABEL,0.061652
ANANDRATHI,LLOYDSME,0.06165
AAVAS,ATHERENERG,0.061644
VTL,ZYDUSWELL,0.061642
MCX,TBOTEK,0.061638
ABBOTINDIA,TITAGARH,0.061638
CANHLIFE,ETERNAL,0.061638
BALKRISIND,CAPLIPOINT,0.061636
SUNTV,TEGA,0.061634
PIIND,SUNTV,0.061633
BAJAJHLDNG,DCMSHRIRAM,0.061632
CASTROLIND,IKS,0.061631
AAVAS,NESTLEIND,0.061627
JINDALSTEL,PFIZER,0.061625
ANURAS,APLAPOLLO,0.061624
APTUS,CPPLUS,0.061623
LENSKART,WELCORP,0.061619
IPCALAB,KPIL,0.061619
360ONE,TIMKEN,0.061613
BHARTIARTL,CRAFTSMAN,0.061611
JSWDULUX,PARADEEP,0.061611
NH,SPLPETRO,0.061607
IPCALAB,WELCORP,0.061607
ONESOURCE,UTIAMC,0.061606
RITES,ZFCVINDIA,0.061604
EMMVEE,INDIAMART,0.0616
DIXON,PFIZER,0.0616
ASAHIINDIA,BALKRISIND,0.0616
DIXON,JSWDULUX,0.061598
CEMPRO,INFY,0.061597
360ONE,PFIZER,0.061595
AAVAS,GLAND,0.061594
AADHARHFC,SYNGENE,0.061593
INDUSTOWER,KIMS,0.061593
COHANCE,URBANCO,0.061592
ASAHIINDIA,HEXT,0.061587
KIMS,LINDEINDIA,0.061585
BLS,SPLPETRO,0.061585
JUBLPHARMA,LINDEINDIA,0.061581
RAMCOCEM,VTL,0.061577
ACUTAAS,GROWW,0.061573
TIMKEN,VMM,0.061572
GRASIM,RAINBOW,0.061571
BERGEPAINT,SAILIFE,0.061569
CPPLUS,MAPMYINDIA,0.061569
BLUEJET,URBANCO,0.061564
ONESOURCE,UPL,0.061564
FLUOROCHEM,RAMCOCEM,0.061563
KIMS,RAMCOCEM,0.061561
OLECTRA,ZFCVINDIA,0.061557
HONASA,SUNDARMFIN,0.061557
ERIS,NAVINFLUOR,0.061555
BALKRISIND,GICRE,0.061554
AADHARHFC,GESHIP,0.06155
IGIL,KOTAKBANK,0.061549
BAYERCROP,SBICARD,0.061549
JSL,MEESHO,0.061548
ABDL,VTL,0.061548
AIIL,NUVOCO,0.061544
CGCL,LENSKART,0.061541
BHARTIHEXA,CRISIL,0.06154
AIIL,TENNIND,0.061538
HONAUT,SUMICHEM,0.061536
ABFRL,ONESOURCE,0.061536
ICICIPRULI,IKS,0.061535
DOMS,MARICO,0.061529
NEULANDLAB,SOBHA,0.061528
GALLANTT,ULTRACEMCO,0.061528
ABSLAMC,TIMKEN,0.061522
CONCORDBIO,INFY,0.061522
RAINBOW,TECHM,0.061522
TIINDIA,VIJAYA,0.061521
ATHERENERG,CANHLIFE,0.061519
